launch_time,title,vehicle,launch_site,return_site,mission_type,status,return_time,link
2006-03-24T02:00:00Z,FalconSAT-2 Mission,Falcon 1,Omelek Island,Expended,,final,,falconsat2
2007-03-21T13:10:00Z,DemoSat Mission,Falcon 1,Omelek Island,Expended,,final,,demosat
2008-08-03T15:34:00Z,Trailblazer Mission,Falcon 1,Omelek Island,Expended,,final,,trailblazer
2008-09-29T11:15:00Z,RatSat Mission,Falcon 1,Omelek Island,Expended,,final,,ratsat
2009-07-14T15:35:00Z,RazakSAT Mission,Falcon 1,Omelek Island,Expended,,final,,razaksat
2010-06-04T14:45:00Z,Falcon 9 Demo Mission,Falcon 9,"SLC-40, Florida",Expended,,final,,falcon9demo
2010-12-08T10:42:00Z,COTS 1 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,cots1
2012-05-22T03:44:00Z,COTS 2+ Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,cots2
2012-10-07T20:34:00Z,CRS-1 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs1
2013-03-01T10:10:00Z,CRS-2 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs2
2013-09-29T09:00:00Z,Cassiope Mission,Falcon 9,"SLC-4E, California",Expended,science,final,,cassiope
2013-12-03T17:41:00Z,SES-8 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,ses8
2014-01-06T17:06:00Z,Thaicom-6 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,thaicom6
2014-04-18T15:25:00Z,CRS-3 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs3
2014-07-14T11:15:00Z,Orbcomm-1 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,orbcomm1
2014-08-05T04:00:00Z,AsiaSat 8 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,asiasat8
2014-09-07T01:00:00Z,AsiaSat 6 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,asiasat6
2014-09-21T01:52:00Z,CRS-4 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs4
2015-01-10T16:47:00Z,CRS-5 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs5
2015-02-11T18:03:00Z,DSCOVR Mission,Falcon 9,"SLC-40, Florida",Expended,science,final,,discovr
2015-03-01T22:50:00Z,ABS/Eutelsat-1 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,abs-eutelsat-1
2015-04-14T20:10:00Z,CRS-6 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs6
2015-04-27T19:23:00Z,Thales Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,thales
2015-06-28T10:21:00Z,CRS-7 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs7
2015-12-21T20:29:00Z,ORBCOMM-2 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,orbcomm2
2016-01-17T10:42:00Z,Jason-3 Mission,Falcon 9,"SLC-4E, California",Expended,science,final,,jason-3
2016-03-04T18:35:00Z,SES-9 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,ses-9
2016-04-08T20:43:00Z,CRS-8 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs8
2016-05-06T01:21:00Z,JCSAT-14 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,jcsat14
2016-05-27T09:39:00Z,THAICOM 8 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,thaicom8
2016-06-15T10:29:00Z,Eutelsat/ABS Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,eutelsatabs
2016-07-18T00:45:00Z,CRS-9 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs9
2016-08-14T05:26:00Z,JCSAT-16 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,jcsat-16
2017-01-14T09:54:00Z,Iridium-1 Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,iridium-1
2017-02-19T09:39:00Z,CRS-10 Mission,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs10
2017-03-16T02:00:00Z,EchoStar XXIII Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,echostarxxiii
2017-03-30T18:27:00Z,SES-10 Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,ses10
2017-05-01T19:15:00Z,NROL-76 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,nssl,final,,nrol76
2017-05-15T19:20:00Z,Inmarsat-5 F4 Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,inmarsat-5f4
2017-06-03T17:07:00Z,CRS-11 Mission,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs11
2017-06-23T15:10:00Z,BulgariaSat-1 Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,bulgariasat-1
2017-06-25T13:25:00Z,Iridium-2 Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,iridium-2
2017-07-05T17:37:00Z,Intelsat 35e Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,intelsat35e
2017-08-14T12:31:00Z,CRS-12 Mission,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs12
2017-08-24T11:51:00Z,FORMOSAT-5 Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,formosat-5
2017-09-07T10:00:00Z,Orbital Test Vehicle 5 (OTV-5) Mission,Falcon 9,"LC-39A, Florida",Landing Zone,commercialSatellite,final,,otv-5
2017-10-09T08:37:00Z,Iridium-3 Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,iridium-3
2017-10-11T18:53:00Z,EchoStar 105 / SES-11 Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,echostar105-ses11
2017-10-30T15:34:00Z,Koreasat-5A Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,koreasat-5a
2017-12-15T10:36:00Z,CRS-13 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs13
2017-12-23T20:27:00Z,Iridium-4 Mission,Falcon 9,"SLC-4E, California",Expended,commercialSatellite,final,,iridium-4
2018-01-07T20:00:00Z,Zuma Mission,Falcon 9,"SLC-40, Florida",Landing Zone,nssl,final,,zuma
2018-01-31T16:25:00Z,GovSat-1 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,govsat1
2018-02-06T15:45:00Z,Falcon Heavy Demonstration Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone,,final,,fhdemo
2018-02-22T06:17:00Z,PAZ Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,paz
2018-03-06T00:33:00Z,HISPASAT 30W-6 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,hispasat30w6
2018-03-30T07:13:00Z,Iridium-5 Mission,Falcon 9,"SLC-4E, California",Expended,commercialSatellite,final,,iridium5
2018-04-02T16:30:00Z,CRS-14 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs14
2018-04-18T18:51:00Z,TESS Mission,Falcon 9,"SLC-40, Florida",Droneship,science,final,,tess
2018-05-11T16:14:00Z,Bangabandhu Satellite-1 Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,bangabandhusatellite1
2018-05-22T12:47:00Z,Iridium-6/GRACE-FO Mission,Falcon 9,"SLC-4E, California",Expended,commercialSatellite,final,,iridium6gracefo
2018-06-04T00:45:00Z,SES-12 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,ses12
2018-06-29T05:42:00Z,CRS-15 Mission,Falcon 9,"SLC-40, Florida",Expended,resupply,final,,crs15
2018-07-22T01:50:00Z,Telstar 19 VANTAGE Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,telstar19vintage
2018-08-08T11:18:00Z,Merah Putih Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,merahputih
2018-09-10T00:45:00Z,Telstar 18 VANTAGE Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,telstar18vantage
2018-10-07T19:29:00Z,SAOCOM 1A Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,saocom1a
2018-11-15T15:46:00Z,Es'hail-2 Mission,Falcon 9,"LC-39A, Florida",Droneship,commercialSatellite,final,,eshail2
2018-12-03T15:26:00Z,Spaceflight-SSO-A Mission,Falcon 9,"SLC-4E, California",Droneship,commercialSatellite,final,,spaceflightssoa
2018-12-05T13:16:00Z,CRS-16 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs16
2018-12-23T08:51:00Z,GPS III Space Vehicle 01 Mission,Falcon 9,"SLC-40, Florida",Expended,nssl,final,,gpsiiisv01
2019-02-21T20:45:00Z,Nusantara Satu Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,nusantarasatu
2019-03-02T02:49:00Z,Demo-1 Mission,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,demo1
2019-04-11T18:35:00Z,Arabsat-6A Mission,Falcon Heavy,"LC-39A, Florida","Landing Zone, Droneship",commercialSatellite,final,,arabsat6a
2019-05-04T02:49:00Z,CRS-17 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs17
2019-05-23T22:30:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,starlink
2019-06-12T07:17:00Z,RADARSAT Constellation Mission,Falcon 9,"SLC-4E, California",Landing Zone,science,final,,radarsatconstellation
2019-06-25T02:30:00Z,STP-2 Mission,Falcon Heavy,"LC-39A, Florida",Landing Zone,commercialSatellite,final,,stp2
2019-07-25T18:01:00Z,CRS-18 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,,crs18
2019-08-06T19:23:00Z,Amos-17 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,amos17
2019-11-11T09:56:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-1
2019-12-05T12:29:00Z,CRS-19 Mission,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs19
2019-12-16T19:10:00Z,JCSAT-18/KACIFIC1 MISSION,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,jcsat18-kacific1
2020-01-06T21:19:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-2
2020-01-19T10:30:00Z,Dragon Launch Escape Demonstration,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,dragoninflightabort
2020-01-29T09:06:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-3
2020-02-17T10:05:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Expended,starlink,final,,sl-4
2020-03-06T23:50:00Z,CRS-20 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,resupply,final,,crs20
2020-03-18T08:16:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Expended,starlink,final,,sl-5
2020-04-22T15:30:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-6
2020-05-30T15:22:00Z,Demo-2 Mission,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,demo2
2020-06-03T21:25:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-7
2020-06-13T05:21:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-8
2020-06-30T16:10:00Z,GPS III Space Vehicle 03 MISSION,Falcon 9,"SLC-40, Florida",Droneship,nssl,final,,gpsiiisv03
2020-08-04T16:56:00Z,Starship Test - SN5,Starship,"Starbase, Texas",Landing Zone,starship,final,,starship-sn5
2020-08-07T01:12:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-9
2020-08-18T10:31:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-10
2020-08-30T19:19:00Z,SAOCOM 1B Mission,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,saocom1b
2020-09-03T08:46:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-11
2020-10-06T07:29:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-12
2020-10-18T08:25:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-13
2020-10-24T11:31:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-14
2020-11-05T18:24:00Z,GPS III Space Vehicle 04 Mission,Falcon 9,"SLC-40, Florida",Droneship,nssl,final,,gpsiiisv04
2020-11-15T19:27:00Z,Crew-1 MISSION,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,crew1
2020-11-21T09:17:00Z,Sentinel-6 Michael Freilich,Falcon 9,"SLC-4E, California",Landing Zone,science,final,,sentinel6
2020-11-24T21:13:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-15
2020-12-06T11:17:00Z,CRS-21 MISSION,Falcon 9,"SLC-40, Florida",Droneship,resupply,final,,crs21
2020-12-09T16:45:00Z,Starship High Altitude Test - SN8,Starship,"Starbase, Texas",Landing Zone,starship,final,,starship-sn8
2020-12-13T12:30:00Z,SXM-7 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,sxm7
2020-12-19T09:00:00Z,NROL-108 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,nssl,final,,nrol108
2021-01-07T21:15:00Z,Turksat 5A MISSION,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,turksat5a
2021-01-20T08:02:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-16
2021-01-24T10:00:00Z,Transporter-1 Misson,Falcon 9,"SLC-40, Florida",Droneship,rideshare,final,,transporter1
2021-02-02T14:25:00Z,Starship High Altitude Test - SN9,Starship,"Starbase, Texas",Landing Zone,starship,final,,starship-sn9
2021-02-04T01:19:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-18
2021-02-15T22:59:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Expended,starlink,final,,sl-19
2021-03-03T17:14:00Z,Starship High Altitude Test - SN10,Starship,"Starbase, Texas",Landing Zone,starship,final,,starship-sn10
2021-03-04T03:24:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-17
2021-03-11T03:13:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-20
2021-03-14T06:01:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-21
2021-03-24T04:28:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-22
2021-03-30T08:00:00Z,Starship High Altitude Test - SN11,Starship,"Starbase, Texas",Landing Zone,starship,final,,starship-sn11
2021-04-07T12:34:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-23
2021-04-23T05:49:00Z,Crew-2 MISSION,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,crew2
2021-04-28T23:44:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-24
2021-05-04T15:01:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-25
2021-05-05T17:24:00Z,Starship High Altitude Test - SN15,Starship,"Starbase, Texas",Landing Zone,starship,final,,starship-sn15
2021-05-09T02:42:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-27
2021-05-15T18:56:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-26
2021-05-26T14:59:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-28
2021-06-03T13:29:00Z,CRS-22 MISSION,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs22
2021-06-06T00:26:00Z,SXM-8 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,sxm8
2021-06-17T12:09:00Z,GPS III Space Vehicle 05 Mission,Falcon 9,"SLC-40, Florida",Droneship,nssl,final,,gpsiii5
2021-06-30T15:31:00Z,Transporter-2 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,rideshare,final,,transporter2
2021-08-29T13:29:00Z,CRS-23 MISSION,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs23
2021-09-13T20:55:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-2-1
2021-09-15T22:02:00Z,Inspiration4 Mission,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,inspiration4
2021-11-10T21:03:00Z,CREW-3 MISSION,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,crew3
2021-11-13T07:19:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-1
2021-11-23T22:21:00Z,DART,Falcon 9,"SLC-4E, California",Droneship,science,final,,dart
2021-12-02T18:12:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-3
2021-12-09T01:00:00Z,IXPE,Falcon 9,"LC-39A, Florida",Droneship,science,final,,ixpe
2021-12-18T04:41:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-4-4
2021-12-18T22:58:00Z,Turksat 5B Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,turksat5b
2021-12-21T05:06:00Z,CRS-24 MISSION,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs24
2022-01-06T16:49:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-5
2022-01-13T10:25:00Z,Transporter-3 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,rideshare,final,,transporter3
2022-01-18T21:02:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-6
2022-01-31T18:11:00Z,COSMO-SkyMed Second Generation FM2 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,cosmoskymed
2022-02-02T12:18:00Z,NROL-87 Mission,Falcon 9,"SLC-4E, California",Landing Zone,nssl,final,,nrol87
2022-02-03T13:13:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-7
2022-02-21T09:44:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-8
2022-02-25T09:12:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,SL-4-11
2022-03-03T09:25:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-9
2022-03-09T08:45:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-10
2022-03-19T12:42:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-12
2022-04-01T12:24:00Z,Transporter-4 Mission,Falcon 9,"SLC-40, Florida",Droneship,rideshare,final,,transporter4
2022-04-08T11:17:00Z,Ax-1 MISSION,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,ax1
2022-04-17T06:13:00Z,NROL-85 Mission,Falcon 9,"SLC-4E, California",Landing Zone,nssl,final,,nrol85
2022-04-21T13:51:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-14
2022-04-27T03:52:00Z,CREW-4 MISSION,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,crew4
2022-04-29T17:27:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-16
2022-05-06T05:42:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-17
2022-05-13T15:07:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-4-13
2022-05-14T16:40:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-15
2022-05-18T06:59:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-18
2022-05-25T14:35:00Z,Transporter-5 Mission,Falcon 9,"SLC-40, Florida",Landing Zone,rideshare,final,,transporter5
2022-06-08T17:04:00Z,Nilesat 301 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,nilesat301
2022-06-17T12:09:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-19
2022-06-18T07:19:00Z,SARah-1 Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,sarah1
2022-06-19T00:27:00Z,Globalstar FM15 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,globalstarfm15
2022-06-19T00:27:00Z,Globalstar FM15,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,globalstarfm15
2022-06-29T17:04:00Z,SES-22 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,ses22
2022-07-07T09:11:00Z,Starlink Missino,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-21
2022-07-10T18:39:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-3-1
2022-07-14T20:44:00Z,CRS-25 MISSION,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs25
2022-07-17T10:20:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-22
2022-07-22T10:39:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-3-2
2022-07-24T09:38:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-25
2022-08-04T19:08:00Z,KPLO Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,kplo
2022-08-09T22:14:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-26
2022-08-12T14:20:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-3-3
2022-08-19T15:21:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-27
2022-08-27T23:41:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-23
2022-08-30T22:40:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-3-4
2022-09-04T22:09:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-20
2022-09-10T21:20:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-2
2022-09-18T20:18:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-34
2022-09-24T19:32:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,SL-4-35
2022-10-05T12:00:00Z,CREW-5 MISSION,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,crew5
2022-10-05T16:10:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-4-29
2022-10-08T19:05:00Z,Intelsat G-33/G-34 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,intelsatg33g34
2022-10-15T01:22:00Z,Eutelsat HOTBIRD 13F Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,eutelsathotbird13f
2022-10-20T10:50:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-4-36
2022-10-27T18:14:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-4-31
2022-11-01T09:41:00Z,USSF-44,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,nssl,final,,ussf44
2022-11-03T01:22:00Z,Eutelsat HOTBIRD 13G Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,eutelsathotbird13g
2022-11-12T11:06:00Z,Intelsat G-31/G-32 Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,intelsatg31g32
2022-11-22T21:57:00Z,Eutelsat 10B Mission,Falcon 9,"SLC-40, Florida",Expended,commercialSatellite,final,,eutelsat10b
2022-11-26T14:20:00Z,CRS-26 MISSION,Falcon 9,"LC-39A, Florida",Droneship,resupply,final,,crs26
2022-12-08T17:27:00Z,OneWeb 1 Mission,Falcon 9,"LC-39A, Florida",Landing Zone,commercialSatellite,final,,oneweb-1
2022-12-11T02:38:00Z,iSpace's Hakuto-R Mission 1,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,ispace-m1
2022-12-16T03:46:00Z,NASA’s SWOT Mission,Falcon 9,"SLC-4E, California",Landing Zone,science,final,,SWOT
2022-12-16T17:48:00Z,SES O3b mPOWER Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,SES-O3b-mPOWER
2022-12-17T16:32:00Z,Starlink Mission,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-4-37
2022-12-28T04:34:00Z,Starlink Mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-5-1
2022-12-29T23:38:00Z,ISI EROS C-3 Mission,Falcon 9,"SLC-4E, California",Landing Zone,commercialSatellite,final,,ISI-EROS-C-3
2023-01-03T09:56:00Z,TRANSPORTER-6 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,rideshare,final,,transporter6
2023-01-09T23:50:00Z,ONEWEB LAUNCH 16 MISSION,Falcon 9,"SLC-40, Florida",Landing Zone,commercialSatellite,final,,oneweblaunch16
2023-01-15T17:56:00Z,USSF-67 MISSION,Falcon Heavy,"LC-39A, Florida",Landing Zone / Expended,nssl,final,,ussf67
2023-01-18T07:24:00Z,GPS III Space Vehicle 06 Mission,Falcon 9,"SLC-40, Florida",Droneship,nssl,final,,GPSiii6
2023-01-19T07:43:00Z,Starlink Mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-2-4
2023-01-26T04:22:00Z,STARLINK MISSION,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-5-2
2023-01-31T08:15:00Z,STARLINK MISSION,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-2-6
2023-02-02T02:43:00Z,STARLINK MISSION,Falcon 9,"LC-39A, Florida",Droneship,starlink,final,,sl-5-3
2023-02-06T20:32:00Z,HISPASAT AMAZONAS NEXUS MISSION,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,hispasat-amazonas-nexus
2023-02-12T00:10:00Z,Starlink mission,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-5-4
2023-02-17T11:12:00Z,STARLINK MISSION,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-2-5
2023-02-17T22:59:00Z,Inmarsat’s I-6 F2 Mission,Falcon 9,"SLC-40, Florida",Droneship,commercialSatellite,final,,Inmarsat-I-6-F2
2023-02-27T18:07:00Z,STARLINK MISSION,Falcon 9,"SLC-40, Florida",Droneship,starlink,final,,sl-6-1
2023-03-02T00:34:00Z,Crew-6 Mission,Falcon 9,"LC-39A, Florida",Droneship,hsf,final,,crew6
2023-03-03T10:38:00Z,starlink mission,Falcon 9,"SLC-4E, California",Droneship,starlink,final,,sl-2-7
